Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7
"[1. 1. 0. 1. 0. 1. 0. 0. 1. 1. 1. 0. 1. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1.
 1. 0.]",IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2023-09-18-15-41-56,2023-09-18-15-41-58,1.8138153553009033,0.6033333333333334,0.6533333333333333,0.6533333333333333,0.6533333333333333,0.6533333333333333,0.6533333333333333,0.6533333333333333
