Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7
"[0. 1. 1. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 1. 1. 1.
 0. 1.]",IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2023-09-18-15-32-15,2023-09-18-15-32-16,1.74540114402771,0.7,0.7,0.7,0.7066666666666667,0.7166666666666667,0.7166666666666667,0.7166666666666667
