Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7
"[0. 1. 1. 1. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 1. 1. 0. 0.
 0. 0.]",IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2023-09-18-15-15-09,2023-09-18-15-15-11,1.7330069541931152,0.6666666666666666,0.7033333333333334,0.7033333333333334,0.7033333333333334,0.7033333333333334,0.7033333333333334,0.7033333333333334
