Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7
"[1. 1. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 1. 0. 1. 1. 0. 1. 1. 0.
 0. 0.]",IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2023-09-18-15-35-17,2023-09-18-15-35-19,1.9919886589050293,0.71,0.71,0.7366666666666667,0.7366666666666667,0.7366666666666667,0.7366666666666667,0.7433333333333333
