Optimizer,objfname,startTime,EndTime,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7
"[0. 1. 0. 0. 1. 0. 1. 1. 0. 0. 0. 1. 1. 1. 0. 1. 1. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",IGWO (0.2fitness)-1000data- 10 pop - 5itr ,2023-09-18-15-31-03,2023-09-18-15-31-05,1.8366622924804688,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.6266666666666667,0.6366666666666667,0.64,0.64
